developer,genre,type,rating
Spike Chunsoft,"['Role-Playing', 'Roguelike']",singleplayer,E
Exordium Games,"['Adventure', 'Point-and-Click']",NaN,NaN
Ninja Theory,"['Action Adventure', 'Fantasy', 'General', 'Linear']",NaN,M
SCEA,"['Action', ""Beat-'Em-Up""]",singleplayer,T
Secret Level,"['Strategy', 'Real-Time', 'Fantasy', 'General']",multiplayer,T
Crystal Dynamics,"['Action', 'Platformer', '3D']",singleplayer,T
Terminal Reality,"['Driving', 'Car Combat']",multiplayer,M
Strategy First,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
Prograph,"['Adventure', '3D', 'Fantasy', 'Third-Person']",NaN,T
Wow Entertainment,"['Sports', 'Nature', 'Fishing']",multiplayer,E
Digital Eclipse,"['Action', 'Platformer', '2D']",singleplayer,E
"3000AD, Inc.","['Strategy', 'General']",singleplayer,T
Tecmo,"['Miscellaneous', 'Rhythm', 'Dancing']",multiplayer,E
Zono Inc.,"['Strategy', 'Real-Time', 'General']",multiplayer,T
WhiteMoon Dreams,"['Action', 'General']",multiplayer,T
Three Fields Entertainment,"['Racing', 'Arcade', 'Automobile']",singleplayer,E10+
Superbrothers,"['Action Adventure', 'Open-World']",NaN,E
Asobo Studio,"['Miscellaneous', 'Adventure', 'General', 'Party / Minigame']",singleplayer,E10+
Marvelous Entertainment,"['Strategy', 'General', 'Management', 'Business / Tycoon']",NaN,E
NCSOFT,"['Massively Multiplayer Online', 'Fantasy', 'Role-Playing', 'Massively Multiplayer']",NaN,M
Zipper Interactive,"['Action', 'Shooter', 'Third-Person', 'Modern', 'Arcade']",multiplayer,M
Strawdog Studios,"['Action', 'General']",multiplayer,E
Koei Tecmo Games,"['Action Adventure', 'Modern', 'Strategy', 'General']",NaN,M
Milestone S.r.l,"['Driving', 'Racing', 'Arcade', 'Motorcycle', 'Other', 'Motocross']",multiplayer,E
Ivent Games,"['Fantasy', 'Action Adventure', 'General']",NaN,E10+
WXP,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Fantasy', 'Arcade']",NaN,NaN
Ino-Co,"['Strategy', 'Turn-Based', 'Fantasy', 'Tactics']",multiplayer,T
Nippon Ichi Software,"['Role-Playing', 'General']",singleplayer,M
Xpec,"['Action', 'Platformer', '3D']",multiplayer,E
Bec,"['Role-Playing', 'General', 'Trainer']",singleplayer,E
Volition Inc.,"['Action', 'Shooter', 'Third-Person', 'Modern', 'Arcade']",singleplayer,M
Iron Galaxy Studios,"['Action', 'General']",NaN,E10+
The Odd Gentlemen,"['Adventure', 'General']",NaN,E10+
SCE Japan Studio,"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Music']",NaN,E
Sproing Interactive Media,"['Strategy', 'Turn-Based', 'Historic', 'Tactics']",multiplayer,E10+
Venom Games,"['Sports', 'Traditional', 'Boxing']",multiplayer,T
Capcom,"['Role-Playing', 'Action RPG']",multiplayer,E
Poponchi,"['Sports', 'Alternative', 'Skateboarding']",multiplayer,T
Barnhouse Effect,"['Driving', 'Racing', 'Kart']",multiplayer,E
Team17,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Yuke's,"['Sports', 'Individual', 'Combat', 'Wrestling']",multiplayer,T
Ubisoft Montreal,"['Action Adventure', 'Historic', 'Open-World']",NaN,M
Grendel Games ,"['Action', 'General']",NaN,E10+
Nippon Ichi Software,"['Role-Playing', 'General']",singleplayer,E
Tantalus,"['Strategy', 'Management', 'Government']",singleplayer,E
Gust,"['Role-Playing', 'Action RPG']",singleplayer,T
iSquared Games,"['Action', 'General']",NaN,E
Team17,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,E10+
Deep Silver,"['Action Adventure', 'Modern', 'Horror', 'Survival']",NaN,M
Planet Interactive,"['Action', 'General']",NaN,E
id Software,"['Action', 'Shooter', 'Light Gun']",singleplayer,M
Destineer,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",multiplayer,T
Zen Studios,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,T
Gameloft,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",NaN,T
Oovee Game Studios,"['Driving', 'Rally / Offroad', 'Simulation', 'Racing', 'Vehicle', 'Automobile', 'Civilian']",NaN,E
Ubisoft Quebec,"['Action Adventure', 'Historic', 'Open-World']",NaN,M
Gunfish Games,"['Action', 'General', 'Arcade']",singleplayer,NaN
Gaming Minds Studios,"['Strategy', 'Real-Time', 'General']",singleplayer,E10+
Penny Black Studios,"['Action', 'General']",NaN,E
Nucleosys,"['Adventure', 'General', 'Point-and-Click']",singleplayer,T
Digital Domain,"['Action', 'General']",singleplayer,E10+
GameCo,"['Adventure', 'General']",singleplayer,M
Arberth Studios,"['Adventure', '3D', 'First-Person', 'Modern']",singleplayer,T
Nine Dots Studio,"['Role-Playing', 'Action Adventure', 'General', 'Survival', 'Open-World']",multiplayer,M
id Software,"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'First-Person', 'Sci-Fi']",multiplayer,M
Milestone S.r.l,"['Racing', 'Arcade', 'Automobile']",multiplayer,E
10tons Ltd,"['Puzzle', 'Matching']",NaN,E
Night Dive Studios,"['Action', 'Shooter', 'First-Person', 'Arcade']",singleplayer,NaN
ROIGAMES Inc.,"['Action Adventure', 'Survival']",singleplayer,T
Griptonite Games,"['Strategy', 'Turn-Based', 'Fantasy']",multiplayer,T
Konami,"['Miscellaneous', 'Card Battle']",multiplayer,E
Crave,"['Action', 'Fighting', '3D']",multiplayer,T
Virtucraft,"['Action', 'Flight']",multiplayer,E
3DO,"['Strategy', 'General']",singleplayer,E
Egosoft,"['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",singleplayer,T
TT Games,"['Action Adventure', 'General', 'Linear']",singleplayer,E10+
Arika,"['Miscellaneous', 'Rhythm', 'Music']",multiplayer,E
Altar Interactive,"['Strategy', 'Turn-Based', 'Real-Time', 'Sci-Fi', 'General']",singleplayer,T
Eutechnyx,"['GT / Street', 'Driving', 'Racing', 'Simulation', 'Stock Car', 'Automobile']",multiplayer,E
RailSimulator.com,"['Simulation', 'Train', 'Vehicle']",NaN,E
Epicenter Studios,"['Action', 'Simulation', 'General', 'Virtual', 'Career']",NaN,E10+
Crystal Dynamics,"['Action', 'General']",multiplayer,T
TwoPM Studios,"['Adventure', 'General']",singleplayer,NaN
Rockstar London,"['Action Adventure', 'Horror']",singleplayer,M
Limbic Entertainment,"['Fantasy', 'Strategy', 'Turn-Based', 'General']",singleplayer,T
Dialogue Design,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",NaN,NaN
Amaze Entertainment,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,E
Skyshine Games,"['Strategy', 'Turn-Based', 'General']",singleplayer,NaN
TOSE,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",singleplayer,E10+
Global A,"['Role-Playing', 'General']",singleplayer,E
Illusion Softworks,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Historic']",multiplayer,M
Nippon Ichi Software,"['Role-Playing', 'General', 'Japanese-Style']",singleplayer,T
Creative Assembly,"['Strategy', 'Real-Time', 'General']",NaN,NaN
Frostwood Interactive,"['Adventure', 'General']",singleplayer,NaN
Sega,"['Role-Playing', 'Action RPG']",singleplayer,T
Muse Games,"['Simulation', 'Space', 'Combat']",multiplayer,T
Teyon,"['Sports', 'Individual', 'Other', 'Biking']",singleplayer,E
Capcom,"['Action Adventure', 'Survival']",NaN,M
Arc System Works,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,E
Born Ready Games,"['Action', 'Simulation', 'Flight', 'Combat']",NaN,E10+
Arrowhead Game Studios,"['Action', 'General']",NaN,NaN
Lukewarm Media,"['Action', 'Shooter', 'First-Person', 'Fantasy', 'Arcade']",multiplayer,NaN
Career Soft,"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Tactics']",singleplayer,T
The Sims Studio,"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']",singleplayer,T
Capcom,"['Adventure', 'First-Person', 'Visual Novel', 'Modern']",singleplayer,T
Stormregion,"['Strategy', 'Real-Time', 'Military', 'General']",NaN,T
Konami,"['Sports', 'Traditional', 'Baseball', 'Arcade']",multiplayer,E
ChunSoft,"['Role-Playing', 'Console-style RPG']",singleplayer,E
Blade Interactive,"['Miscellaneous', 'Parlor', 'Billiards']",multiplayer,E
Deibus Studios,"['Driving', 'Racing', 'Motorcycle', 'Motocross']",multiplayer,T
3DO,"['Sports', 'Traditional', 'Team', 'Baseball', 'Sim']",multiplayer,E
"Z-Axis, Ltd.","['Sports', 'Alternative', 'Biking']",NaN,E
Canal+ Multimedia,"['Adventure', 'First-Person', 'Point-and-Click', 'Modern', 'Fantasy']",singleplayer,M
Konami Computer Entertainment Osaka,"['Action', 'General']",singleplayer,E
Vicarious Visions,"['Action Adventure', 'Sci-Fi', 'General']",multiplayer,E10+
WayForward,"['Miscellaneous', 'Action Adventure', 'Fantasy', 'General']",NaN,E10+
Interchannel-Holon,"['Role-Playing', 'Miscellaneous', 'Action RPG', 'Compilation']",NaN,T
Gust,"['Role-Playing', 'General', 'Japanese-Style']",singleplayer,T
Koei Tecmo Games,"['Strategy', 'Turn-Based', '4X']",singleplayer,E10+
Confounding Factor,"['Action Adventure', 'Fantasy']",singleplayer,T
Dreamcatcher,"['Adventure', '3D', 'First-Person', 'Fantasy']",singleplayer,T
EA Salt Lake,"['Action', 'Shooter', 'Light Gun']",NaN,E10+
Asobo Studio,"['Driving', 'Racing', 'General']",NaN,E
SunSoft,"['Miscellaneous', 'Puzzle', 'Matching', 'Board Games', 'Board / Card Game', 'General']",singleplayer,E
Respawn Entertainment,"['Action', 'Shooter', 'Light Gun']",singleplayer,M
FuturLab,"['Action', 'General']",multiplayer,NaN
Cyanide,"['Sports', 'Alternative', 'Individual', 'Biking']",NaN,NaN
FishTankStudio,"['Role-Playing', 'General']",singleplayer,NaN
Vile Monarch,"['Strategy', 'Management', 'Business / Tycoon']",singleplayer,NaN
THQ Warrington,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",singleplayer,T
Compile Heart,"['Role-Playing', 'Japanese-Style']",singleplayer,T
Radiation Blue,"['Action', 'Shooter', 'First-Person', 'Arcade']",singleplayer,M
stillalive studios,"['Simulation', 'Vehicle', 'Civilian']",multiplayer,NaN
Asobo Studio,"['Action Adventure', 'General']",singleplayer,E10+
Skybound LLC,"['Adventure', '3D', 'Third-Person']",singleplayer,M
Taito Corporation,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Black Ops Entertainment,"['Adventure', 'Third-Person', 'Sci-Fi']",singleplayer,M
Acclaim,"['Sports', 'Traditional', 'Basketball', 'Arcade']",multiplayer,E
Creat Studios,"['Driving', 'Car Combat']",multiplayer,E
Microids,"['Sports', 'Traditional', 'Tennis']",multiplayer,E
Blue Fang Games,"['Strategy', 'Tycoon', 'Management', 'Business / Tycoon']",singleplayer,E
NanaOn-Sha,"['Miscellaneous', 'Rhythm', 'Music']",multiplayer,E
ArtePiazza,"['Strategy', 'Breeding/Constructing', 'General', 'Management', 'Business / Tycoon']",singleplayer,E
BigPark,"['Driving', 'Racing', 'Arcade', 'Automobile']",multiplayer,E
Studio Sott,"['Adventure', 'General', 'Point-and-Click']",singleplayer,M
Red Thread Games,"['Fantasy', 'Adventure', '3D', 'Third-Person']",singleplayer,NaN
Nicalis,"['Action', 'Platformer', '2D']",singleplayer,NaN
Momentum DMT,"['Adventure', '3D', 'Sci-Fi', 'Third-Person']",singleplayer,M
Nival Interactive,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,T
Eurocom Entertainment Software,"['Action', ""Beat-'Em-Up""]",singleplayer,T
OverGamez,"['Action', 'Platformer', '2D']",singleplayer,E
Magic Sandbox,"['Action Adventure', 'Open-World']",singleplayer,NaN
Snow Castle Games,"['Role-Playing', 'General']",NaN,E10+
Mediatonic,"['Action', ""Beat-'Em-Up"", '2D']",NaN,E10+
Maxis,"['Simulation', 'Virtual', 'Virtual Life']",NaN,T
10tons Ltd,"['Action', 'Puzzle', 'General', 'Matching']",NaN,E
T&E Soft,"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Sim']",multiplayer,E
Vicarious Visions,"['Action Adventure', 'Sci-Fi', 'General']",multiplayer,E10+
n-Space,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",multiplayer,M
Maxis,"['Simulation', 'Virtual', 'Virtual Life']",singleplayer,T
Alfa System,"['Role-Playing', 'Console-style RPG', 'Action RPG', 'Japanese-Style']",singleplayer,T
Vicarious Visions,"['Action', 'Platformer', '2D', '3D']",singleplayer,E
Volition Inc.,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Nixxes Software,"['Action Adventure', 'Horror', 'Survival']",singleplayer,M
Paradox Interactive,"['Strategy', 'City Building', 'Management', 'Modern', 'Government']",singleplayer,T
Parallel Studio,"['General', 'Puzzle', 'Adventure', 'Point-and-Click']",singleplayer,E
Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,E10+
Gust,"['Action', 'General', 'Role-Playing', 'Action RPG']",singleplayer,T
Remedy Entertainment,"['Action', 'General']",singleplayer,M
Namco,"['Action', 'Shooter', 'Light Gun']",singleplayer,T
SCEE,"['Action Adventure', 'Fantasy', 'General']",multiplayer,T
Targem Games,"['Driving', 'Racing', 'Arcade', 'Automobile']",NaN,E10+
HAL Labs,"['Action', 'Fighting', '2D']",NaN,E
Future Games,"['Adventure', 'General']",singleplayer,T
Image Epoch,"['Action', 'General']",singleplayer,T
Polygon Magic,"['Sports', 'Traditional', 'Team', 'Football', 'Arcade']",singleplayer,E
YummyYummyTummy,"['Role-Playing', 'Action RPG']",NaN,NaN
Nintendo,"['Simulation', 'Virtual', 'Career']",singleplayer,E
Iron Galaxy Studios,"['Miscellaneous', 'Action Adventure', 'Adventure', 'Sci-Fi', 'Compilation', '3D', 'Third-Person']",singleplayer,T
Nihilistic,"['Action', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Top-Down']",multiplayer,M
Haemimont,"['Strategy', 'City Building', 'Management', 'Historic', 'Government']",singleplayer,E10+
Evolution Studios,"['Racing', 'Simulation', 'Automobile']",multiplayer,E
Radical Entertainment,"['Driving', 'Car Combat']",multiplayer,E10+
Monster Games Inc.,"['Racing', 'Simulation', 'Automobile']",multiplayer,E
Krome Studios,"['Action Adventure', 'Fantasy']",multiplayer,E10+
Super X Studios,"['Strategy', 'Real-Time', 'General']",multiplayer,E
Anim-X,"['Adventure', 'General']",NaN,M
UDS,"['Driving', 'Racing', 'Snow / Water']",NaN,E
"Imagineer Co.,Ltd.","['Miscellaneous', 'Exercise / Fitness']",singleplayer,T
Bandai Namco Games,"['Sports', 'Alternative', 'Individual', 'Skiing', 'Ski / Snowboard']",NaN,E
Chaosmonger Studio,"['Adventure', '3D', 'Point-and-Click', 'Third-Person']",singleplayer,NaN
Vivendi Games,"['Action', 'Platformer', '3D']",singleplayer,E10+
WayForward,"['Action', 'Miscellaneous', 'General', 'Party / Minigame']",multiplayer,E
NeocoreGames,"['Role-Playing', 'Action RPG']",multiplayer,T
QubicGames,"['Driving', 'Racing', 'Arcade', 'Futuristic']",NaN,E
AwesomeGamesStudio,"['Action', 'Miscellaneous', 'Platformer', 'Compilation', '2D']",singleplayer,NaN
Square Enix,"['Role-Playing', 'Action RPG']",singleplayer,E10+
Fusionsphere Systems,"['Adventure', 'General']",singleplayer,T
FuturLab,"['Adventure', 'General']",singleplayer,M
Stolen Couch Games,"['Simulation', 'Virtual', 'Virtual Life']",singleplayer,E
BillyGoat Entertainment Ltd,"['Adventure', 'General', 'Point-and-Click']",singleplayer,T
Artifex Mundi,"['Puzzle', 'Hidden Object', 'General']",NaN,T
Koei Canada,"['Action', 'General']",NaN,E
Cranky Pants Games,"['Action Adventure', 'Horror']",singleplayer,M
Terminal Reality,"['Action Adventure', 'Sci-Fi']",singleplayer,T
ZootFly,"['Action', 'Action Adventure', 'General', 'Linear']",NaN,M
TimeGate Studios,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Battlefront.com,"['Strategy', 'Real-Time', 'Historic', 'General', 'Tactics']",multiplayer,T
Remode,"['Miscellaneous', 'Puzzle', 'Logic']",NaN,E
Yuke's,"['Action', 'Fighting', 'Wrestling']",multiplayer,M
Hudson,"['Miscellaneous', 'Party']",multiplayer,E
Fusionsphere Systems,"['Adventure', 'General']",singleplayer,T
Capcom,"['Strategy', 'Turn-Based', 'Fantasy']",singleplayer,T
winterworks,"['Action', 'Platformer', '2D']",NaN,E
Turbo Tape Games,"['Strategy', 'Real-Time', 'Military', 'General']",multiplayer,RP
Vicarious Visions,"['Action', 'Adventure', 'Shooter', ""Beat-'Em-Up"", 'Sci-Fi', 'Third-Person', '3D', 'Arcade']",NaN,E10+
Eden Games Mobile,"['Action', 'General', 'Racing', 'Simulation', 'Automobile']",singleplayer,E
Playful Corp.,"['Action', 'Platformer', '3D']",NaN,NaN
Stainless Games,"['Action', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Top-Down']",multiplayer,E
Stainless Games,"['Miscellaneous', 'Compilation']",multiplayer,E
JFi Games,"['Action', 'Role-Playing', 'General', 'Action RPG']",singleplayer,T
High Voltage Software,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Ubisoft Montreal,"['Strategy', 'Miscellaneous', 'Turn-Based', 'Card Battle']",multiplayer,E10+
Quicksilver Software,"['Strategy', 'Turn-Based', 'Sci-Fi', '4X']",singleplayer,T
Obsidian Entertainment,"['Role-Playing', 'First-Person', 'Western-Style']",NaN,M
ION LANDS,"['Simulation', 'Vehicle', 'Civilian']",singleplayer,M
Ice-Pick Lodge,"['Miscellaneous', 'Action Adventure', 'Fantasy', 'General']",NaN,T
Expansive Worlds,"['Sports', 'Individual', 'Nature', 'Hunting']",NaN,T
Beatshapers,"['Action', 'General']",NaN,E
Interplay,"['Role-Playing', 'Action RPG']",multiplayer,M
3DO,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,E
KCET,"['Action', 'Shooter', 'Rail']",multiplayer,M
New World Computing,"['Role-Playing', 'PC-style RPG']",singleplayer,E
Sir-Tech Software Inc.,"['Strategy', 'Turn-Based', 'Modern', 'Tactics']",singleplayer,T
Next Level Games,"['Action', 'Shooter', 'First-Person', 'Arcade']",multiplayer,T
Team17,"['Strategy', 'Turn-Based', 'Fantasy', 'Artillery']",multiplayer,E10+
Heavy Spectrum,"['Sci-Fi', 'Action Adventure', 'General']",singleplayer,M
Gasket Games,"['Strategy', 'Turn-Based', 'General', 'Tactics']",multiplayer,NaN
Golden Ruby Games,"['Action', 'Platformer', '2D']",NaN,E10+
2 Dawn Games,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",NaN,M
Game Freak,"['Role-Playing', 'Action RPG']",singleplayer,E
FinalBoss Games,"['Action Adventure', 'General']",singleplayer,E
Vile Monarch,"['Miscellaneous', 'Party / Minigame']",NaN,NaN
Studio Saizensen,"['Action', 'Fighting', '2D']",multiplayer,NaN
Ratalaika Games,"['Action', 'General', 'Platformer', '2D']",singleplayer,E10+
Alfa System,"['Role-Playing', 'Action RPG']",multiplayer,T
AOne Games,"['Action', 'Fighting', '2D']",multiplayer,T
Nova Production,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Slitherine,"['Strategy', 'Turn-Based', 'General', 'Tactics']",NaN,NaN
Omega Force,"['Action', ""Beat-'Em-Up"", '2D', '3D']",multiplayer,T
Crytek,"['Action Adventure', 'General']",NaN,E
Backbone Entertainment,"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other']",multiplayer,E
Microsoft Game Studios,"['Simulation', 'Flight', 'Modern Jet', 'Combat']",NaN,E
EA Games,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",NaN,E
Ape Law,"['Action Adventure', 'Survival']",NaN,NaN
Frontier Developments,"['Adventure', 'Third-Person', 'Modern']",singleplayer,T
Sega AM2,"['Simulation', 'Flight', 'Modern Jet']",multiplayer,E
Arika,"['Action', 'Fighting', '3D']",multiplayer,T
Capcom,"['Action', ""Beat-'Em-Up""]",singleplayer,T
Genius Sonority Inc.,"['Puzzle', 'Matching']",singleplayer,E
BlitWorks,"['Simulation', 'Space', 'Combat']",singleplayer,E
Out Of The Park Developments,"['Sports', 'Team', 'Ice Hockey', 'Sim']",NaN,NaN
Grip Games,"['Action', 'Platformer', '2D']",NaN,NaN
Grasshopper Manufacture,"['Action Adventure', 'Modern', 'Sci-Fi', 'General']",singleplayer,M
Sega,"['Miscellaneous', 'Driving', 'Mission-based', 'Compilation']",multiplayer,E10+
Mediascape,"['Role-Playing', 'Roguelike']",singleplayer,T
Warner Bros. Interactive Entertainment,"['Puzzle', 'Action']",singleplayer,E10+
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Genius Sonority Inc.,"['Role-Playing', 'Console-style RPG']",multiplayer,E
Night Dive Studios,"['Action Adventure', 'Survival']",singleplayer,NaN
Switchblade Monkeys,"['Action', 'Shooter', 'First-Person', 'Historic', 'Arcade']",multiplayer,T
"Joon, Pol, Muutsch, Char & Torfi","['Adventure', '3D', 'First-Person']",singleplayer,E
Arika,"['Action', 'Fighting', '3D']",NaN,T
Sega Studios Australia,"['Olympic Sports', 'Sports', 'Individual', 'Athletics']",multiplayer,E
Nuchallenger,"['Action', ""Beat-'Em-Up"", '2D']",singleplayer,NaN
Dearsoft,"['Sports', 'Alternative', 'Snowboarding']",multiplayer,E
Reflexive Entertainment,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
3DO,"['Strategy', 'General']",singleplayer,E
